trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
109,06:47:07,06:47:07,node/7037183507,13,,,,,
109,06:52:02,06:52:02,node/7055598734,14,,,,,
109,06:57:05,06:57:05,node/7074330409,15,,,,,
109,07:02:37,07:02:37,node/7037183562,16,,,,,
109,07:06:46,07:06:46,node/7037183567,17,,,,,
109,07:12:00,07:12:00,node/7022397421,18,,,,,
102,06:00:00,06:00:00,node/7041071592,1,,,,,
102,06:09:32,06:09:32,node/7041071406,2,,,,,
102,06:15:05,06:15:05,node/847244423,3,,,,,
102,06:20:35,06:20:35,node/7041071415,4,,,,,
102,06:25:13,06:25:13,node/7074707880,5,,,,,
102,06:28:47,06:28:47,node/7041071380,6,,,,,
102,06:34:04,06:34:04,node/7041071384,7,,,,,
102,06:45:25,06:45:25,node/7041071350,8,,,,,
102,06:52:48,06:52:48,node/7074294627,9,,,,,
102,06:56:14,06:56:14,node/7075101459,10,,,,,
102,07:04:57,07:04:57,node/7041052959,11,,,,,
102,07:10:27,07:10:27,node/7074525370,12,,,,,
102,07:13:17,07:13:17,node/6967165728,13,,,,,
102,07:19:00,07:19:00,node/7076294503,14,,,,,
103,06:00:00,06:00:00,node/7037142417,1,,,,,
103,06:07:29,06:07:29,node/7105584912,2,,,,,
103,06:13:25,06:13:25,node/7037142430,3,,,,,
103,06:17:49,06:17:49,node/7041071481,4,,,,,
103,06:22:42,06:22:42,node/7062689850,5,,,,,
103,06:23:51,06:23:51,node/7105584911,6,,,,,
103,06:28:30,06:28:30,node/7057002162,7,,,,,
103,06:31:27,06:31:27,node/7041071579,8,,,,,
103,06:33:00,06:33:00,node/7105584909,9,,,,,
100,06:00:00,06:00:00,node/7080894001,1,,,,,
100,06:03:14,06:03:14,node/6307600909,2,,,,,
100,06:07:22,06:07:22,node/7080893996,3,,,,,
100,06:13:28,06:13:28,node/7080893995,4,,,,,
100,06:17:54,06:17:54,node/7041071651,5,,,,,
100,06:22:28,06:22:28,node/7080893994,6,,,,,
100,06:25:49,06:25:49,node/7105840327,7,,,,,
100,06:27:55,06:27:55,node/7105840326,8,,,,,
100,06:30:39,06:30:39,node/7105840325,9,,,,,
100,06:34:01,06:34:01,node/7105840324,10,,,,,
100,06:35:00,06:35:00,node/7074585943,11,,,,,
101,06:00:00,06:00:00,node/6967142984,1,,,,,
101,06:03:29,06:03:29,node/7080611085,2,,,,,
101,06:10:06,06:10:06,node/6967179322,3,,,,,
101,06:13:38,06:13:38,node/6967179323,4,,,,,
101,06:16:10,06:16:10,node/7080527284,5,,,,,
101,06:21:49,06:21:49,node/7041071342,6,,,,,
101,06:27:11,06:27:11,node/7041071385,7,,,,,
101,06:31:26,06:31:26,node/7080527282,8,,,,,
101,06:32:53,06:32:53,node/7041071423,9,,,,,
101,06:36:47,06:36:47,node/7041071414,10,,,,,
101,06:40:39,06:40:39,node/7041071411,11,,,,,
101,06:43:36,06:43:36,node/7041071407,12,,,,,
101,06:47:13,06:47:13,node/6967281241,13,,,,,
101,06:48:13,06:48:13,node/7080527281,14,,,,,
101,06:50:00,06:50:00,node/7070861712,15,,,,,
106,06:00:00,06:00:00,node/7084255333,1,,,,,
106,06:05:28,06:05:28,node/7074275407,2,,,,,
106,06:07:12,06:07:12,node/7041071642,3,,,,,
106,06:09:25,06:09:25,node/7074233342,4,,,,,
106,06:11:08,06:11:08,node/7074233343,5,,,,,
106,06:13:12,06:13:12,node/7074233344,6,,,,,
106,06:14:42,06:14:42,node/7074233345,7,,,,,
106,06:16:33,06:16:33,node/7084255331,8,,,,,
106,06:18:10,06:18:10,node/7074233346,9,,,,,
106,06:20:00,06:20:00,node/7041071749,10,,,,,
107,06:00:00,06:00:00,node/7084255334,1,,,,,
107,06:08:18,06:08:18,node/7041071643,2,,,,,
107,06:16:51,06:16:51,node/7041071579,3,,,,,
107,06:23:14,06:23:14,node/7041071406,4,,,,,
107,06:26:32,06:26:32,node/847244423,5,,,,,
107,06:29:48,06:29:48,node/7041071415,6,,,,,
107,06:32:34,06:32:34,node/7074707880,7,,,,,
107,06:34:41,06:34:41,node/7041071380,8,,,,,
107,06:37:50,06:37:50,node/7041071384,9,,,,,
107,06:44:36,06:44:36,node/7041071350,10,,,,,
107,06:49:00,06:49:00,node/7074294627,11,,,,,
104,06:00:00,06:00:00,node/7055598739,1,,,,,
104,06:03:24,06:03:24,node/7041071628,2,,,,,
104,06:07:44,06:07:44,node/7105584908,3,,,,,
104,06:09:19,06:09:19,node/7041071480,4,,,,,
104,06:13:28,06:13:28,node/7104888674,5,,,,,
104,06:17:23,06:17:23,node/7037142431,6,,,,,
104,06:23:00,06:23:00,node/7037142436,7,,,,,
104,06:30:00,06:30:00,node/7105584907,8,,,,,
105,06:00:00,06:00:00,node/7076294512,1,,,,,
105,06:03:57,06:03:57,node/7084255336,2,,,,,
105,06:04:46,06:04:46,node/7084255335,3,,,,,
105,06:07:58,06:07:58,node/7084255334,4,,,,,
105,06:12:48,06:12:48,node/7041071646,5,,,,,
105,06:15:01,06:15:01,node/7041071643,6,,,,,
105,06:18:10,06:18:10,node/7041071640,7,,,,,
105,06:21:34,06:21:34,node/7062689844,8,,,,,
105,06:24:00,06:24:00,node/7055598739,9,,,,,
39,06:00:00,06:00:00,node/7111821013,1,,,,,
39,06:02:51,06:02:51,node/10845731584,2,,,,,
39,06:05:57,06:05:57,node/7084722454,3,,,,,
39,06:09:33,06:09:33,node/7041071596,4,,,,,
39,06:20:54,06:20:54,node/7111821011,5,,,,,
39,06:23:32,06:23:32,node/7062689848,6,,,,,
39,06:28:50,06:28:50,node/7041071628,7,,,,,
39,06:31:59,06:31:59,node/7055598738,8,,,,,
39,06:33:26,06:33:26,node/7111821010,9,,,,,
39,06:39:28,06:39:28,node/7074585944,10,,,,,
39,06:40:00,06:40:00,node/7041071479,11,,,,,
38,06:00:00,06:00:00,node/7105584911,1,,,,,
38,06:06:56,06:06:56,node/7111821010,2,,,,,
38,06:09:01,06:09:01,node/7055598743,3,,,,,
38,06:13:34,06:13:34,node/7057002162,4,,,,,
38,06:21:18,06:21:18,node/7062689848,5,,,,,
38,06:25:37,06:25:37,node/7057002161,6,,,,,
38,06:26:02,06:26:02,node/6967281242,7,,,,,
38,06:26:36,06:26:36,node/7080527281,8,,,,,
38,06:32:48,06:32:48,node/7041071594,9,,,,,
38,06:41:22,06:41:22,node/7041071595,10,,,,,
38,06:42:09,06:42:09,node/7041071597,11,,,,,
38,06:44:44,06:44:44,node/7084722457,12,,,,,
38,06:50:46,06:50:46,node/10845731585,13,,,,,
38,06:50:59,06:50:59,node/7041071598,14,,,,,
38,06:56:45,06:56:45,node/10845731590,15,,,,,
38,07:02:54,07:02:54,node/7113004018,16,,,,,
38,07:05:00,07:05:00,node/7111821015,17,,,,,
33,06:00:00,06:00:00,node/7057187393,1,,,,,
33,06:06:57,06:06:57,node/7037142426,2,,,,,
33,06:12:36,06:12:36,node/7037142423,3,,,,,
33,06:25:29,06:25:29,node/7041071464,4,,,,,
33,06:29:09,06:29:09,node/7057002163,5,,,,,
33,06:40:25,06:40:25,node/7057002162,6,,,,,
33,06:45:00,06:45:00,node/7055598742,7,,,,,
31,06:00:00,06:00:00,node/10750378219,1,,,,,
31,06:09:57,06:09:57,node/7041071395,2,,,,,
31,06:15:18,06:15:18,node/7041071399,3,,,,,
31,06:21:58,06:21:58,node/7041071400,4,,,,,
31,06:25:49,06:25:49,node/7041071444,5,,,,,
31,06:27:36,06:27:36,node/7041071441,6,,,,,
31,06:30:18,06:30:18,node/7041071437,7,,,,,
31,06:33:39,06:33:39,node/7041071430,8,,,,,
31,06:36:17,06:36:17,node/7041071429,9,,,,,
31,06:39:11,06:39:11,node/7041071423,10,,,,,
31,06:41:16,06:41:16,node/7041071418,11,,,,,
31,06:43:08,06:43:08,node/7041071414,12,,,,,
31,06:47:02,06:47:02,node/7041071411,13,,,,,
31,06:50:00,06:50:00,node/7041071407,14,,,,,
30,06:00:00,06:00:00,node/7041071579,1,,,,,
30,06:08:20,06:08:20,node/847244423,2,,,,,
30,06:11:10,06:11:10,node/7041071415,3,,,,,
30,06:13:33,06:13:33,node/7074707880,4,,,,,
30,06:16:24,06:16:24,node/7041071425,5,,,,,
30,06:18:42,06:18:42,node/7041071431,6,,,,,
30,06:21:20,06:21:20,node/10672961244,7,,,,,
30,06:27:36,06:27:36,node/7041071447,8,,,,,
30,06:29:45,06:29:45,node/7112215079,9,,,,,
30,06:34:20,06:34:20,node/7112215078,10,,,,,
30,06:37:20,06:37:20,node/10672961242,11,,,,,
30,06:43:58,06:43:58,node/7041052951,12,,,,,
30,06:50:00,06:50:00,node/7084932744,13,,,,,
37,06:00:00,06:00:00,node/7111821013,1,,,,,
37,06:02:06,06:02:06,node/10845731584,2,,,,,
37,06:04:24,06:04:24,node/7084722454,3,,,,,
37,06:07:03,06:07:03,node/7041071596,4,,,,,
37,06:13:29,06:13:29,node/7074585943,5,,,,,
37,06:14:32,06:14:32,node/7070861712,6,,,,,
37,06:15:03,06:15:03,node/7041071580,7,,,,,
37,06:16:55,06:16:55,node/7041071638,8,,,,,
37,06:23:45,06:23:45,node/7041071637,9,,,,,
37,06:24:38,06:24:38,node/7041071636,10,,,,,
37,06:27:37,06:27:37,node/7081034799,11,,,,,
37,06:32:23,06:32:23,node/7041071721,12,,,,,
37,06:38:23,06:38:23,node/7041071719,13,,,,,
37,06:40:54,06:40:54,node/7062689856,14,,,,,
37,06:43:55,06:43:55,node/7062689858,15,,,,,
37,06:47:35,06:47:35,node/7037142421,16,,,,,
37,06:49:44,06:49:44,node/7037142419,17,,,,,
37,06:50:00,06:50:00,node/7037142420,18,,,,,
36,06:00:00,06:00:00,node/7037183508,1,,,,,
36,06:04:12,06:04:12,node/7037183501,2,,,,,
36,06:08:09,06:08:09,node/7055598744,3,,,,,
36,06:09:54,06:09:54,node/7037183486,4,,,,,
36,06:18:18,06:18:18,node/7037142471,5,,,,,
36,06:23:01,06:23:01,node/7037142417,6,,,,,
36,06:25:34,06:25:34,node/7037142438,7,,,,,
36,06:31:48,06:31:48,node/7037142433,8,,,,,
36,06:36:56,06:36:56,node/7041071482,9,,,,,
36,06:44:16,06:44:16,node/7055598743,10,,,,,
36,06:47:00,06:47:00,node/7055598742,11,,,,,
35,06:00:00,06:00:00,node/7055598739,1,,,,,
35,06:03:29,06:03:29,node/7055598738,2,,,,,
35,06:09:08,06:09:08,node/7041071480,3,,,,,
35,06:19:07,06:19:07,node/7037142431,4,,,,,
35,06:23:07,06:23:07,node/7037142434,5,,,,,
35,06:26:08,06:26:08,node/7037142436,6,,,,,
35,06:31:54,06:31:54,node/7037142439,7,,,,,
35,06:35:49,06:35:49,node/7037142469,8,,,,,
35,06:42:22,06:42:22,node/7037142472,9,,,,,
35,06:45:47,06:45:47,node/4884374622,10,,,,,
35,06:48:17,06:48:17,node/7037142477,11,,,,,
35,06:55:44,06:55:44,node/7055598736,12,,,,,
35,07:08:00,07:08:00,node/7056754511,13,,,,,
34,06:00:00,06:00:00,node/7057002161,1,,,,,
34,06:05:30,06:05:30,node/7041071628,2,,,,,
34,06:22:45,06:22:45,node/7041071465,3,,,,,
34,06:37:22,06:37:22,node/7057002158,4,,,,,
34,06:43:58,06:43:58,node/7037142424,5,,,,,
34,06:52:00,06:52:00,node/7057187392,6,,,,,
205,06:00:00,06:00:00,node/10781643822,1,,,,,
205,06:05:08,06:05:08,node/10781643826,2,,,,,
205,06:09:51,06:09:51,node/10781643829,3,,,,,
205,06:11:42,06:11:42,node/10781643831,4,,,,,
205,06:18:17,06:18:17,node/10781643820,5,,,,,
205,06:24:06,06:24:06,node/10781643835,6,,,,,
205,06:26:48,06:26:48,node/10781643840,7,,,,,
205,06:30:08,06:30:08,node/10781643839,8,,,,,
205,06:34:00,06:34:00,node/10781643841,9,,,,,
60,06:00:00,06:00:00,node/7113004024,1,,,,,
60,06:04:47,06:04:47,node/7113004022,2,,,,,
60,06:13:04,06:13:04,node/7041071648,3,,,,,
60,06:15:47,06:15:47,node/7041071651,4,,,,,
60,06:19:45,06:19:45,node/7113004021,5,,,,,
60,06:23:51,06:23:51,node/7080893994,6,,,,,
60,06:27:03,06:27:03,node/7113004020,7,,,,,
60,06:33:25,06:33:25,node/7080893993,8,,,,,
60,06:38:00,06:38:00,node/7113004018,9,,,,,
61,06:00:00,06:00:00,node/10766121871,1,,,,,
61,06:03:25,06:03:25,node/10842129019,2,,,,,
61,06:09:03,06:09:03,node/10766454594,3,,,,,
61,06:09:17,06:09:17,node/7037142466,4,,,,,
61,06:10:36,06:10:36,node/7022397410,5,,,,,
61,06:12:17,06:12:17,node/7070861696,6,,,,,
61,06:14:00,06:14:00,node/7070861697,7,,,,,
61,06:15:26,06:15:26,node/7070861698,8,,,,,
61,06:16:54,06:16:54,node/7070861701,9,,,,,
61,06:20:22,06:20:22,node/10766121869,10,,,,,
61,06:22:06,06:22:06,node/7070861702,11,,,,,
61,06:22:47,06:22:47,node/6373574986,12,,,,,
61,06:23:57,06:23:57,node/7070861704,13,,,,,
61,06:25:21,06:25:21,node/7070861706,14,,,,,
61,06:30:44,06:30:44,node/7076294505,15,,,,,
61,06:35:48,06:35:48,node/7041071364,16,,,,,
61,06:37:52,06:37:52,node/5330678521,17,,,,,
61,06:39:31,06:39:31,node/7105398617,18,,,,,
61,06:41:39,06:41:39,node/7041071411,19,,,,,
61,06:44:22,06:44:22,node/7041071407,20,,,,,
61,06:47:41,06:47:41,node/6967281241,21,,,,,
61,06:48:37,06:48:37,node/7080527281,22,,,,,
61,06:50:00,06:50:00,node/7041071592,23,,,,,
62,06:00:00,06:00:00,node/7037183542,1,,,,,
62,06:03:05,06:03:05,node/7037183539,2,,,,,
62,06:06:26,06:06:26,node/7037183540,3,,,,,
62,06:16:46,06:16:46,node/7037183535,4,,,,,
62,06:19:00,06:19:00,node/7037183520,5,,,,,
62,06:23:00,06:23:00,node/7037183516,6,,,,,
62,06:32:35,06:32:35,node/7037183497,7,,,,,
62,06:41:00,06:41:00,node/7037183493,8,,,,,
63,06:00:00,06:00:00,node/7037142474,1,,,,,
63,06:25:08,06:25:08,node/7037183515,2,,,,,
63,06:29:34,06:29:34,node/7037183518,3,,,,,
63,06:36:42,06:36:42,node/7037183536,4,,,,,
63,06:39:17,06:39:17,node/7037183537,5,,,,,
63,06:45:10,06:45:10,node/7037183538,6,,,,,
63,06:47:40,06:47:40,node/7037183541,7,,,,,
63,06:55:00,06:55:00,node/7037183543,8,,,,,
64,06:00:00,06:00:00,node/7055060064,1,,,,,
64,06:03:30,06:03:30,node/7041071362,2,,,,,
64,06:07:40,06:07:40,node/7041071359,3,,,,,
64,06:09:02,06:09:02,node/7041071469,4,,,,,
64,06:10:14,06:10:14,node/7041071468,5,,,,,
64,06:13:27,06:13:27,node/7041071473,6,,,,,
64,06:17:26,06:17:26,node/7037142428,7,,,,,
64,06:28:37,06:28:37,node/7037142474,8,,,,,
64,06:32:05,06:32:05,node/7037142475,9,,,,,
64,06:34:36,06:34:36,node/7037183494,10,,,,,
64,06:37:32,06:37:32,node/7037183495,11,,,,,
64,06:40:33,06:40:33,node/7037183496,12,,,,,
64,06:45:47,06:45:47,node/7037183515,13,,,,,
64,06:48:47,06:48:47,node/7037183518,14,,,,,
64,06:53:37,06:53:37,node/7037183536,15,,,,,
64,06:55:22,06:55:22,node/7037183537,16,,,,,
64,06:59:20,06:59:20,node/7037183538,17,,,,,
64,07:01:02,07:01:02,node/7037183541,18,,,,,
64,07:06:00,07:06:00,node/7037183543,19,,,,,
65,06:00:00,06:00:00,node/7041052950,1,,,,,
65,06:04:47,06:04:47,node/7041052948,2,,,,,
65,06:15:06,06:15:06,node/7041052940,3,,,,,
65,06:19:04,06:19:04,node/7103202623,4,,,,,
65,06:22:22,06:22:22,node/6967234177,5,,,,,
65,06:27:08,06:27:08,node/7074326525,6,,,,,
65,06:30:54,06:30:54,node/7041052936,7,,,,,
65,06:32:45,06:32:45,node/7078164255,8,,,,,
65,06:39:44,06:39:44,node/7047495429,9,,,,,
65,06:43:30,06:43:30,node/7041071348,10,,,,,
65,06:46:12,06:46:12,node/7041071382,11,,,,,
65,06:47:38,06:47:38,node/7041071383,12,,,,,
65,06:50:00,06:50:00,node/7078164250,13,,,,,
66,06:00:00,06:00:00,node/7078164256,1,,,,,
66,06:03:49,06:03:49,node/10768858718,2,,,,,
66,06:06:25,06:06:25,node/7041071347,3,,,,,
66,06:10:09,06:10:09,node/5248250425,4,,,,,
66,06:16:38,06:16:38,node/7107670564,5,,,,,
66,06:17:06,06:17:06,node/7074326526,6,,,,,
66,06:19:18,06:19:18,node/7041052937,7,,,,,
66,06:23:06,06:23:06,node/7078164254,8,,,,,
66,06:25:50,06:25:50,node/7041052927,9,,,,,
66,06:27:40,06:27:40,node/7041052928,10,,,,,
66,06:28:33,06:28:33,node/7103202616,11,,,,,
66,06:31:15,06:31:15,node/7041052953,12,,,,,
66,06:35:09,06:35:09,node/7041052939,13,,,,,
66,06:40:01,06:40:01,node/7041052942,14,,,,,
66,06:41:48,06:41:48,node/7041052944,15,,,,,
66,06:44:13,06:44:13,node/7041052946,16,,,,,
66,06:50:00,06:50:00,node/7041052949,17,,,,,
67,06:00:00,06:00:00,node/7049921445,1,,,,,
67,06:02:28,06:02:28,node/7110725246,2,,,,,
67,06:06:44,06:06:44,node/7110725245,3,,,,,
67,06:10:59,06:10:59,node/7110725244,4,,,,,
67,06:14:35,06:14:35,node/7110725243,5,,,,,
67,06:19:45,06:19:45,node/7110725242,6,,,,,
67,06:29:51,06:29:51,node/7110725241,7,,,,,
67,06:42:09,06:42:09,node/7110725240,8,,,,,
67,06:49:02,06:49:02,node/7103202619,9,,,,,
67,06:55:35,06:55:35,node/7041071295,10,,,,,
67,07:07:17,07:07:17,node/7110725239,11,,,,,
67,07:16:00,07:16:00,node/7041052896,12,,,,,
68,06:00:00,06:00:00,node/7110725256,1,,,,,
68,06:04:23,06:04:23,node/7041052897,2,,,,,
68,06:08:55,06:08:55,node/7041052900,3,,,,,
68,06:15:06,06:15:06,node/7110725254,4,,,,,
68,06:26:43,06:26:43,node/7110725253,5,,,,,
68,06:34:11,06:34:11,node/7110725252,6,,,,,
68,06:44:14,06:44:14,node/7110725251,7,,,,,
68,06:57:00,06:57:00,node/7110725250,8,,,,,
68,06:59:11,06:59:11,node/7110725249,9,,,,,
68,07:04:14,07:04:14,node/7110725248,10,,,,,
68,07:06:31,07:06:31,node/7110725247,11,,,,,
68,07:13:00,07:13:00,node/7022361366,12,,,,,
69,06:00:00,06:00:00,node/7037183532,1,,,,,
69,06:01:59,06:01:59,node/7037183529,2,,,,,
69,06:03:40,06:03:40,node/7074330391,3,,,,,
69,06:07:30,06:07:30,node/7037183527,4,,,,,
69,06:09:54,06:09:54,node/7037183525,5,,,,,
69,06:13:12,06:13:12,node/7098833731,6,,,,,
69,06:14:11,06:14:11,node/7105158906,7,,,,,
69,06:17:15,06:17:15,node/7037183497,8,,,,,
69,06:18:10,06:18:10,node/7098833730,9,,,,,
69,06:20:48,06:20:48,node/7098833729,10,,,,,
69,06:23:14,06:23:14,node/7037183493,11,,,,,
69,06:23:21,06:23:21,node/7037183492,12,,,,,
69,06:26:01,06:26:01,node/7098833728,13,,,,,
69,06:32:26,06:32:26,node/7022361366,14,,,,,
69,06:32:32,06:32:32,node/7049921445,15,,,,,
69,06:32:40,06:32:40,node/7050327664,16,,,,,
69,06:33:09,06:33:09,node/7037142469,17,,,,,
69,06:33:24,06:33:24,node/7037142470,18,,,,,
69,06:34:03,06:34:03,node/7037142417,19,,,,,
69,06:34:44,06:34:44,node/10781643830,20,,,,,
69,06:36:06,06:36:06,node/7037142438,21,,,,,
69,06:38:58,06:38:58,node/10781643828,22,,,,,
69,06:40:24,06:40:24,node/10781643827,23,,,,,
69,06:41:07,06:41:07,node/7037142433,24,,,,,
69,06:41:42,06:41:42,node/10781844861,25,,,,,
69,06:42:52,06:42:52,node/7037142430,26,,,,,
69,06:43:14,06:43:14,node/10781643825,27,,,,,
69,06:44:15,06:44:15,node/10781643824,28,,,,,
69,06:45:38,06:45:38,node/10781643823,29,,,,,
69,06:45:57,06:45:57,node/7041071481,30,,,,,
69,06:48:54,06:48:54,node/10781643821,31,,,,,
69,06:49:10,06:49:10,node/7062689850,32,,,,,
69,06:50:00,06:50:00,node/4832025024,33,,,,,
174,06:00:00,06:00:00,node/7074324044,1,,,,,
174,06:01:05,06:01:05,node/7077863019,2,,,,,
174,06:03:32,06:03:32,node/7077863018,3,,,,,
174,06:07:23,06:07:23,node/7041071447,4,,,,,
174,06:13:30,06:13:30,node/7077863017,5,,,,,
174,06:17:04,06:17:04,node/7077863016,6,,,,,
174,06:20:51,06:20:51,node/7077863015,7,,,,,
174,06:23:00,06:23:00,node/7077863014,8,,,,,
174,06:25:00,06:25:00,node/7074504387,9,,,,,
173,06:00:00,06:00:00,node/7077863012,1,,,,,
173,06:02:27,06:02:27,node/7077863010,2,,,,,
173,06:07:25,06:07:25,node/7074504390,3,,,,,
173,06:13:44,06:13:44,node/7041071401,4,,,,,
173,06:17:35,06:17:35,node/7075129254,5,,,,,
173,06:21:46,06:21:46,node/7074541084,6,,,,,
173,06:25:16,06:25:16,node/7041071388,7,,,,,
173,06:27:51,06:27:51,node/7074324043,8,,,,,
173,06:29:00,06:29:00,node/7077863009,9,,,,,
171,06:00:00,06:00:00,node/7084932747,1,,,,,
171,06:06:03,06:06:03,node/10672961244,2,,,,,
171,06:12:18,06:12:18,node/7075129255,3,,,,,
171,06:16:18,06:16:18,node/7084932745,4,,,,,
171,06:23:36,06:23:36,node/7078406239,5,,,,,
171,06:30:52,06:30:52,node/7078406238,6,,,,,
171,06:34:52,06:34:52,node/7074504388,7,,,,,
171,06:41:09,06:41:09,node/7084932743,8,,,,,
171,06:46:09,06:46:09,node/7077863014,9,,,,,
171,06:50:00,06:50:00,node/7074504387,10,,,,,
170,06:00:00,06:00:00,node/7077863012,1,,,,,
170,06:11:24,06:11:24,node/7084932741,2,,,,,
170,06:16:24,06:16:24,node/7084932742,3,,,,,
170,06:24:40,06:24:40,node/7084932740,4,,,,,
170,06:30:28,06:30:28,node/7041071395,5,,,,,
170,06:34:47,06:34:47,node/7084932739,6,,,,,
170,06:39:49,06:39:49,node/7084932738,7,,,,,
170,06:42:51,06:42:51,node/7084932737,8,,,,,
170,06:44:58,06:44:58,node/7041071348,9,,,,,
170,06:48:10,06:48:10,node/7041071383,10,,,,,
170,06:50:00,06:50:00,node/7078164250,11,,,,,
203,06:00:00,06:00:00,node/10766121864,1,,,,,
203,06:01:27,06:01:27,node/10766121863,2,,,,,
203,06:10:10,06:10:10,node/10766121862,3,,,,,
203,06:18:39,06:18:39,node/10766121861,4,,,,,
203,06:29:54,06:29:54,node/10766121860,5,,,,,
203,06:47:00,06:47:00,node/10766121859,6,,,,,
181,06:00:00,06:00:00,node/7041071290,1,,,,,
181,06:06:26,06:06:26,node/7041071286,2,,,,,
181,06:10:41,06:10:41,node/7041052980,3,,,,,
181,06:16:40,06:16:40,node/7041052978,4,,,,,
181,06:22:29,06:22:29,node/7067942461,5,,,,,
181,06:25:03,06:25:03,node/7041052969,6,,,,,
181,06:34:24,06:34:24,node/7067942463,7,,,,,
181,06:39:56,06:39:56,node/7074599697,8,,,,,
181,06:44:00,06:44:00,node/7067942465,9,,,,,
181,06:50:48,06:50:48,node/7074707881,10,,,,,
181,06:57:10,06:57:10,node/5330678521,11,,,,,
181,07:02:00,07:02:00,node/7041071411,12,,,,,
181,07:06:36,07:06:36,node/6967225474,13,,,,,
181,07:10:48,07:10:48,node/6967281242,14,,,,,
181,07:13:00,07:13:00,node/7070861712,15,,,,,
182,06:00:00,06:00:00,node/7055598739,1,,,,,
182,06:05:58,06:05:58,node/7041071406,2,,,,,
182,06:10:14,06:10:14,node/847244423,3,,,,,
182,06:14:31,06:14:31,node/7077601626,4,,,,,
182,06:20:06,06:20:06,node/7041071371,5,,,,,
182,06:25:02,06:25:02,node/7041071356,6,,,,,
182,06:28:21,06:28:21,node/7041071355,7,,,,,
182,06:32:16,06:32:16,node/7041071354,8,,,,,
182,06:37:55,06:37:55,node/7067942462,9,,,,,
182,06:47:29,06:47:29,node/7041052970,10,,,,,
182,06:50:26,06:50:26,node/7074819178,11,,,,,
182,06:55:56,06:55:56,node/7041052977,12,,,,,
182,07:02:05,07:02:05,node/7041052982,13,,,,,
182,07:06:28,07:06:28,node/7041071287,14,,,,,
182,07:13:00,07:13:00,node/7041071289,15,,,,,
180,06:00:00,06:00:00,node/7022397410,1,,,,,
180,06:03:17,06:03:17,node/7070861697,2,,,,,
180,06:06:03,06:06:03,node/7070861701,3,,,,,
180,06:10:54,06:10:54,node/7070861702,4,,,,,
180,06:14:01,06:14:01,node/7070861706,5,,,,,
180,06:19:11,06:19:11,node/7076294505,6,,,,,
180,06:21:28,06:21:28,node/7074707883,7,,,,,
180,06:34:00,06:34:00,node/4832025024,8,,,,,
187,06:00:00,06:00:00,node/7049122264,1,,,,,
187,06:04:27,06:04:27,node/7074561395,2,,,,,
187,06:22:25,06:22:25,node/7041052959,3,,,,,
187,06:29:04,06:29:04,node/7075101459,4,,,,,
187,06:31:41,06:31:41,node/7074294627,5,,,,,
187,06:37:18,06:37:18,node/7041071350,6,,,,,
187,06:45:58,06:45:58,node/7041071384,7,,,,,
187,06:50:00,06:50:00,node/7041071380,8,,,,,
184,06:00:00,06:00:00,node/7041052959,1,,,,,
184,06:09:36,06:09:36,node/7074294627,2,,,,,
184,06:15:39,06:15:39,node/7041071350,3,,,,,
184,06:18:31,06:18:31,node/7041071344,4,,,,,
184,06:24:56,06:24:56,node/7041071384,5,,,,,
184,06:29:16,06:29:16,node/7041071380,6,,,,,
184,06:31:15,06:31:15,node/7080611091,7,,,,,
184,06:36:09,06:36:09,node/7041071415,8,,,,,
184,06:40:38,06:40:38,node/847244423,9,,,,,
184,06:45:11,06:45:11,node/7041071406,10,,,,,
184,06:50:00,06:50:00,node/7107789219,11,,,,,
186,06:00:00,06:00:00,node/7047495433,1,,,,,
186,06:09:53,06:09:53,node/7049122266,2,,,,,
186,06:14:24,06:14:24,node/7041052935,3,,,,,
186,06:15:56,06:15:56,node/7107670563,4,,,,,
186,06:22:31,06:22:31,node/7041052930,5,,,,,
186,06:24:47,06:24:47,node/7041052928,6,,,,,
186,06:26:27,06:26:27,node/7041052927,7,,,,,
186,06:28:57,06:28:57,node/7078164254,8,,,,,
186,06:34:21,06:34:21,node/7074326526,9,,,,,
186,06:34:47,06:34:47,node/7107670564,10,,,,,
186,06:40:43,06:40:43,node/5248250425,11,,,,,
186,06:44:08,06:44:08,node/7041071347,12,,,,,
186,06:50:00,06:50:00,node/7078164256,13,,,,,
188,06:00:00,06:00:00,node/7022397410,1,,,,,
188,06:12:48,06:12:48,node/6373574986,2,,,,,
188,06:18:08,06:18:08,node/7070861707,3,,,,,
188,06:21:23,06:21:23,node/7076294505,4,,,,,
188,06:23:57,06:23:57,node/7074707883,5,,,,,
188,06:38:02,06:38:02,node/4832025024,6,,,,,
188,06:43:28,06:43:28,node/7041071633,7,,,,,
188,06:49:00,06:49:00,node/7041071725,8,,,,,
189,06:00:00,06:00:00,node/7076294510,1,,,,,
189,06:12:11,06:12:11,node/7076310930,2,,,,,
189,06:14:58,06:14:58,node/7041071630,3,,,,,
189,06:19:30,06:19:30,node/7062689851,4,,,,,
189,06:35:10,06:35:10,node/7041071462,5,,,,,
189,06:36:32,06:36:32,node/7070861710,6,,,,,
189,06:40:38,06:40:38,node/7074691520,7,,,,,
189,06:44:08,06:44:08,node/7070861705,8,,,,,
