route_long_name,route_short_name,agency_id,route_id,route_type,route_desc,route_color,route_text_color
Woyira Sefer ↔ Mexico Shebelle Hotel (Minibus),Tx Kolfa 031,AA,16004670,3,,1779c2,ffffff
Selefia Mosque ↔ Merab Hotel (Minibus),Tx Kolfa 033,AA,16006993,3,,1779c2,ffffff
Zenebewerk ↔ Asko (Minibus),Tx Kolfa 038,AA,16007055,3,,1779c2,ffffff
Kara Kore ↔ Piassa Arada (Minibus),Tx Kolfa 041,AA,16007115,3,,1779c2,ffffff
Gofa Gebriel ↔ Adey Abeba (Minibus),Tx Lafto 001,AA,16007166,3,,1779c2,ffffff
Jemmo 1 ↔ Cinema Ras (Minibus),Tx Lafto 016,AA,16007247,3,,1779c2,ffffff
Mexico Shebelle Hotel ↔ Lafto (Minibus),Tx Lafto 030,AA,16007282,3,,1779c2,ffffff
Kera ↔ Tafo Square (Minibus),Tx LK 012,AA,16007348,3,,1779c2,ffffff
Abenet ↔ Weleta (Minibus),Tx LID 002,AA,16007491,3,,1779c2,ffffff
Torhayloch ↔ Alem Gena (Minibus),Tx LID 005,AA,16007565,3,,1779c2,ffffff
Weleta ↔ Mexico (Minibus),Tx LID 007,AA,16007600,3,,1779c2,ffffff
Mexico ↔ Amanuel Church (Minibus),Tx LID 008,AA,16007791,3,,1779c2,ffffff
Alem Gena ↔ Abenet (Minibus),Tx LID 013,AA,16007850,3,,1779c2,ffffff
Raguel Church ↔ Megenagna (Minibus),Tx YK 017,AA,16007931,3,,1779c2,ffffff
Autobus Tera ↔ Lamberet MenaherIa (Minibus),Tx YK 019,AA,16008090,3,,1779c2,ffffff
Shola ↔ Piassa Arada (Minibus),Tx YK 021,AA,16008308,3,,1779c2,ffffff
Mexico ↔ Hana Mariam (Minibus),Tx Lafto 006,AA,16028728,3,,1779c2,ffffff
Mexico ↔ Haile Garment (Minibus),Tx Lafto 007,AA,16028886,3,,1779c2,ffffff
Kality Meneharia ↔ Autobis Tera,AB004,AA,16067901,3,,1779c2,ffffff
kera ↔ Addisu Gebeya,AB006,AA,16068007,3,,1779c2,ffffff
Mexico ↔ Gelan Condominium,AB027,AA,16068572,3,,1779c2,ffffff
Kotebe Gebriel ↔ Arat Kilo,AB033,AA,16068674,3,,1779c2,ffffff
Legehar (Old Train Station) ↔ Kara Kore,AB036,AA,16068754,3,,1779c2,ffffff
Yeshi Debele ↔ St. George Church,AB037,AA,16068915,3,,1779c2,ffffff
Legehar (Old Train Station) ↔ Gurara,AB055,AA,16069113,3,,1779c2,ffffff
Saris Abo ↔ Shero Meda,AB056,AA,16069192,3,,1779c2,ffffff
Legehar (Old Train Station) ↔ Alem Bank,AB058,AA,16069231,3,,1779c2,ffffff
Megenagna ↔ Gurara,AB064,AA,16069472,3,,1779c2,ffffff
Autobis Tera ↔ Alem Bank,AB065,AA,16069558,3,,1779c2,ffffff
Kara Kore ↔ Autobis Tera,AB066,AA,16070513,3,,1779c2,ffffff
Menlik Hospital ↔ Torhailoch,AB068,AA,16070566,3,,1779c2,ffffff
Ayer Tena ↔ Abuare Roundabout,AB070,AA,16071249,3,,1779c2,ffffff
Kera ↔ Ayer Tena,AB077,AA,16071322,3,,1779c2,ffffff
Yerer Goro ↔ Mexico,AB029,AA,16071554,3,,1779c2,ffffff
Betel ↔ Legehar (Old Train Station),AB090,AA,16071657,3,,1779c2,ffffff
Hana Mariam ↔ Darmar,AB092,AA,16071828,3,,1779c2,ffffff
Piassa Arada ↔ Mikili Land,AB094,AA,16072018,3,,1779c2,ffffff
Alem Bank ↔ Ayer Tena,AB099,AA,16072169,3,,1779c2,ffffff
Jemmo 3 ↔ Autobis Tera,AB100,AA,16072247,3,,1779c2,ffffff
Kara ↔ Legehar (Old Train Station),AB102,AA,16072458,3,,1779c2,ffffff
Anfo Meda ↔ Legehar (Old Train Station),AB105,AA,16074160,3,,1779c2,ffffff
Saris Abo ↔ Tulu Dimtu Adebabay,AB109,AA,16074208,3,,1779c2,ffffff
Sefera ↔ Mexico,AB117,AA,16074342,3,,1779c2,ffffff
Dil Ber ↔ Legehar (Old Train Station),AB045,AA,16074676,3,,1779c2,ffffff
Legehar (Old Train Station) ↔ Sebeta,AB062,AA,16074771,3,,1779c2,ffffff
Gerji Mebrat Haile ↔ Darmar,AB071,AA,16074871,3,,1779c2,ffffff
Piassa Arada ↔ Gefersa,AB111,AA,16075030,3,,1779c2,ffffff
Sansusi ↔ Autobis Tera,SH012,AA,16086556,3,,1779c2,ffffff
Ayer Tena ↔ Autobis Tera (2),SH009,AA,16088269,3,,1779c2,ffffff
Megenagna Terminal ↔ Bole Arabsa,D46,AA,16088616,3,,1779c2,ffffff
Shero Meda ↔ Megenagna,SH035,AA,16088617,3,,1779c2,ffffff
Mexico ↔ Hana Mariam (2),SH022,AA,16088618,3,,1779c2,ffffff
Bole Millenium ↔ 4 Kilo,SH015,AA,16088619,3,,1779c2,ffffff
Gurara ↔ Autobis Tera,AB012,AA,16112803,3,,1779c2,ffffff
Megenagna ↔ Aleltu,AB007,AA,16112804,3,,1779c2,ffffff
Legehar (Old Train Station) ↔ Akaki Korkoro,AB025,AA,16112805,3,,1779c2,ffffff
Sansusi ↔ Piassa Arada,AB019,AA,16112806,3,,1779c2,ffffff
Shero Meda ↔ Legehar (Old Train Station),AB031,AA,16113471,3,,1779c2,ffffff
Holeta ↔ Merkato,AB085,AA,16148441,3,,1779c2,ffffff
Legehar (Old Train Station) ↔ Jemmo 3,AB067,AA,16148442,3,,1779c2,ffffff
Sululta ↔ Autobis Tera,AB030,AA,16148443,3,,1779c2,ffffff
Summit Condominuiums ↔ Arat Kilo,AB079,AA,16151480,3,,1779c2,ffffff
File Doro ↔ Autobis Tera,AB021,AA,16151481,3,,1779c2,ffffff
Saris Abo ↔ Dukem,AB098,AA,16239079,3,,1779c2,ffffff
Legehar (Old Train Station) ↔ DebreZeit,AB060,AA,16239080,3,,1779c2,ffffff
Addisu Gebeya ↔ Bole Mickael,AB048,AA,16290773,3,,1779c2,ffffff
Legehar (Old Train Station) ↔ Kara,AB057,AA,16290774,3,,1779c2,ffffff
Summit Condominiums ↔ Legehar (Old Train Station),AB022,AA,16290775,3,,1779c2,ffffff
Mekanisa Kore ↔ Autobis Tera,AB002,AA,16761109,3,,1779c2,ffffff
St. George Church ↔ Mekanisa Kore,AB005,AA,16761258,3,,1779c2,ffffff
Summit Condominiums ↔ Piassa Arada,AB011,AA,16761408,3,,1779c2,ffffff
Menagesha ↔ Autobis Tera,AB043,AA,16761711,3,,1779c2,ffffff
Piassa Arada ↔ Bethel,AB059,AA,16761937,3,,1779c2,ffffff
Mikili Land ↔ Autobis Tera,AB063,AA,16763531,3,,1779c2,ffffff
Saris ↔ Hana Mariam,AB072,AA,16763585,3,,1779c2,ffffff
Winget ↔ Stadium,AB073,AA,16763690,3,,1779c2,ffffff
Shero Meda ↔ Megenagna,AB080,AA,16763761,3,,1779c2,ffffff
Saris Abo ↔ Ayer Tena,AB086,AA,16763787,3,,1779c2,ffffff
Megenagna ↔ Bole Bulbula,AB093,AA,16763889,3,,1779c2,ffffff
Piassa Arada ↔ Addis Sefer,AB108,AA,16764498,3,,1779c2,ffffff
Megenagna ↔ Kilinto,AB120,AA,16764670,3,,1779c2,ffffff
Entoto Mariam ↔ 4 Kilo,AB122,AA,16764708,3,,1779c2,ffffff
Tulu Dimtu ↔ Megenagna,AB124,AA,16764849,3,,1779c2,ffffff
Piassa Arada ↔ Bole Arabsa,AB126,AA,16765470,3,,1779c2,ffffff
Megenagna ↔ Ayer Tena,AB130,AA,16765619,3,,1779c2,ffffff
Koye Feche ↔ Piassa Arada,AB131,AA,16765723,3,,1779c2,ffffff
Raguel Church ↔ Kechenie,AB008,AA,16793879,3,,1779c2,ffffff
Piassa Arada ↔ Jemmo 3,AB103,AA,16794104,3,,1779c2,ffffff
Tulu Dimtu ↔ Piassa Arada,AB107,AA,16794335,3,,1779c2,ffffff
Megenagna ↔ Addisu Gebeya,AB112,AA,16794581,3,,1779c2,ffffff
Megenagna ↔ Koye Feche,AB113,AA,16794648,3,,1779c2,ffffff
Kela ↔ Autobis Tera,AB118,AA,16794702,3,,1779c2,ffffff
Summit Condominiums ↔ Megenagna Terminal,AB119,AA,16794769,3,,1779c2,ffffff
Megenagna ↔ Haile Garment,AB125,AA,16794971,3,,1779c2,ffffff
Yeka Abado ↔ Mexico,AB128,AA,16795336,3,,1779c2,ffffff
Bole Arabsa ↔ Mexico,AB127,AA,16798923,3,,1779c2,ffffff
Raguel Church ↔ Bela Mazorya,AB013,AA,16799067,3,,1779c2,ffffff
Raguel Church ↔ Dil Ber,AB020,AA,16799388,3,,1779c2,ffffff
Lamberet ↔ Autobis Tera,AB023,AA,16799566,3,,1779c2,ffffff
Raguel Church ↔ Kera,AB040,AA,16799821,3,,1779c2,ffffff
Summit Condominiums ↔ Bole,AB042,AA,16799950,3,,1779c2,ffffff
Gerji ↔ Arat Kilo,AB046,AA,16800759,3,,1779c2,ffffff
Mexico ↔ Alem Gena,AB050,AA,16803209,3,,1779c2,ffffff
Bethel ↔ Autobis Tera,AB051,AA,16803318,3,,1779c2,ffffff
Gerji ↔ Autobis Tera,AB052,AA,16803475,3,,1779c2,ffffff
Mexico ↔ Lafto,AB054,AA,16803572,3,,1779c2,ffffff
Megenagna ↔ Jemmo 2,AB078,AA,16804052,3,,1779c2,ffffff
Sansusi ↔ Megenagna,AB081,AA,16804748,3,,1779c2,ffffff
Sendafa ↔ Raguel Church,AB089,AA,16807402,3,,1779c2,ffffff
Yeka Abado ↔ Piassa Arada,AB129,AA,16807587,3,,1779c2,ffffff
Sebeta ↔ Autobis Tera,AB026,AA,16810442,3,,1779c2,ffffff
Piassa Arada ↔ Ajamba,SH100,AA,16813413,3,,1779c2,ffffff
Piassa Arada ↔ Ferensay,SH101,AA,16813486,3,,1779c2,ffffff
St. George Church ↔ Addisu Gebeya,SH103,AA,16813875,3,,1779c2,ffffff
Megenagna Terminal ↔ Aba Kiros Roundabout,SH066,AA,16814055,3,,1779c2,ffffff
Mexico ↔ Aba Kiros,SH067,AA,16814777,3,,1779c2,ffffff
Mexico ↔ Kara Kore,SH068,AA,16814864,3,,1779c2,ffffff
Sebeta ↔ Ayer Tena,SH069,AA,16815120,3,,1779c2,ffffff
Yeka Abado ↔ Mexico,SH070,AA,16815233,3,,1779c2,ffffff
Piassa Arada ↔ Betel,SH071,AA,16815447,3,,1779c2,ffffff
Mexico ↔ Bole Bridge,SH072,AA,16815552,3,,1779c2,ffffff
Mexico ↔ Gurara,SH073,AA,16815658,3,,1779c2,ffffff
Mexico ↔ Haile Garment,SH074,AA,16815683,3,,1779c2,ffffff
Mexico ↔ Jemmo 2,SH075,AA,16815787,3,,1779c2,ffffff
Yeshi Debele ↔ Autobis Tera,SH076,AA,16816053,3,,1779c2,ffffff
Yeka Abado ↔ Tulu Dimtu,SH077,AA,16817583,3,,1779c2,ffffff
Summit Condominiums ↔ Bole,SH078,AA,16817599,3,,1779c2,ffffff
Bole Bridge ↔ Addisu Gebeya,SH079,AA,16817834,3,,1779c2,ffffff
Megenagna ↔ Addisu Gebeya,SH080,AA,16817865,3,,1779c2,ffffff
Megenagna ↔ Ayer Tena,SH081,AA,16817897,3,,1779c2,ffffff
Megenagna ↔ Bole Bulbula,SH082,AA,16817958,3,,1779c2,ffffff
Kality Meneharia ↔ Bole Bridge,SH083,AA,16819131,3,,1779c2,ffffff
Jemo 1 ↔ Autobis Tera,SH085,AA,16819161,3,,1779c2,ffffff
Stadium ↔ Kality Meneharia,SH086,AA,16820941,3,,1779c2,ffffff
Gurara ↔ 4 Kilo,SH087,AA,16820954,3,,1779c2,ffffff
Yeshi Total ↔ Tulu Dimtu Adebabay,SH088,AA,16820988,3,,1779c2,ffffff
Megenagna ↔ Haile Garment,SH089,AA,16821152,3,,1779c2,ffffff
Saris ↔ Kality Meneharia,SH090,AA,16821389,3,,1779c2,ffffff
Saris ↔ Koye Feche,SH091,AA,16821505,3,,1779c2,ffffff
Megenagna ↔ Saris Abo,SH092,AA,16821697,3,,1779c2,ffffff
Yeshi Total ↔ Saris Abo,SH093,AA,16822289,3,,1779c2,ffffff
Megenagna ↔ Ferensay,SH095,AA,16822421,3,,1779c2,ffffff
Megenagna ↔ Gelan Condominium,SH096,AA,16822501,3,,1779c2,ffffff
Sululta ↔ Addisu Gebeya,SH097,AA,16822668,3,,1779c2,ffffff
Piassa Arada ↔ Bole Bridge,SH099,AA,16822706,3,,1779c2,ffffff
Legedadi ↔ Megenagna,AB044,AA,17008501,3,,1779c2,ffffff
Tafo Square ↔ Piassa Arada,AB001,AA,17008592,3,,1779c2,ffffff
Piassa Arada ↔ Bole Bulbula,AB014,AA,17008890,3,,1779c2,ffffff
Raguel Church ↔ Megenagna,AB015,AA,17010982,3,,1779c2,ffffff
Kidane Mihret ↔ Raguel Church,AB016,AA,17011008,3,,1779c2,ffffff
Entoto Mariam ↔ Raguel Church,AB017,AA,17011060,3,,1779c2,ffffff
Mexico ↔ Koye Feche,AB106,AA,17032690,3,,1779c2,ffffff
Tulu Dimtu ↔ Mexico,AB121,AA,17032741,3,,1779c2,ffffff
Piassa Arada ↔ Alem Bank Silase,AB123,AA,17032887,3,,1779c2,ffffff
Megenagna ↔ Gelan Condominium,AB076,AA,17033336,3,,1779c2,ffffff
Yerer Goro ↔ Megenagna,AB082,AA,17034807,3,,1779c2,ffffff
Merkato ↔ Addis Alem,AB095,AA,17039849,3,,1779c2,ffffff
Addisu Gebeya ↔ Kality Menaheria,AB104,AA,17047999,3,,1779c2,ffffff
Dire Sololiya ↔ Autobis Tera,AB024,AA,17052323,3,,1779c2,ffffff
Mexico ↔ Kara Kore,AB036 (S),AA,17071085,3,,1779c2,ffffff
Piassa Arada ↔ Jemmo 1,SH105,AA,17071140,3,,1779c2,ffffff
Alem Bank ↔ Mexico,AB058 (S),AA,17073030,3,,1779c2,ffffff
Teji ↔ Merkato,AB091,AA,17082329,3,,1779c2,ffffff
Yeshi Debele ↔ Ayer Tena (Minibus),Kolfe 042,AA,17332228,3,,1779c2,ffffff
Goro ↔ Abem Mebrat (Minibus),LK 015,AA,17332229,3,,1779c2,ffffff
Megenagna ↔ Hana Mariam (Minibus),Lafto 044,AA,17332230,3,,1779c2,ffffff
Kality Total ↔ Hana Mariam (Minibus),Lafto 045,AA,17332231,3,,1779c2,ffffff
Chancho ↔ Autobis Tera,AB088,AA,17332417,3,,1779c2,ffffff
Ayat ↔ Tor Hailoch (Light Rail),E-W,AA,5697658,0,,1779c2,ffffff
Menelik II Square ↔ Kality (Light Rail),S-N,AA,5697659,0,,1779c2,ffffff
6 Kilo ↔ Bole Mickael,AB053,AA,17065220,3,,1779c2,ffffff
