trip_id,route_id,service_id,shape_id,direction_id,trip_headsign
646,16088269,0,15591716,0,Ayer Tena
647,16088269,0,15591717,1,Autobis Tera (2)
648,16088616,0,15591158,0,Megenagna Terminal
649,16088616,0,15591257,1,Bole Arabsa
650,16088617,0,15591891,0,Shero Meda
651,16088617,0,15595786,1,Megenagna
652,16088618,0,15601901,0,Mexico
653,16088618,0,15601900,1,Hana Mariam (2)
654,16088619,0,15600954,0,Bole Millenium
655,16088619,0,10458622,1,4 Kilo
656,16112803,0,15488085,0,Gurara
657,16112803,0,15488179,1,Autobis Tera
658,16112804,0,15488050,0,Megenagna
659,16112804,0,15743390,1,Aleltu
660,16112805,0,15520257,0,Legehar (Old Train Station)
661,16112805,0,16112801,1,Akaki Korkoro
662,16112806,0,15488233,0,Sansusi
663,16112806,0,16112802,1,Piassa Arada
664,16113471,0,15520470,0,Shero Meda
665,16113471,0,15520553,1,Legehar (Old Train Station)
666,16148441,0,15487095,0,Holeta
667,16148441,0,15487222,1,Merkato
668,16148442,0,15484747,0,Legehar (Old Train Station)
669,16148442,0,15484821,1,Jemmo 3
670,16148443,0,15520388,0,Sululta
671,16148443,0,15520318,1,Autobis Tera
672,16151480,0,15485879,0,Summit Condominuiums
673,16151480,0,15485956,1,Arat Kilo
674,16151481,0,15488574,0,File Doro
675,16151481,0,15488702,1,Autobis Tera
676,16239079,0,16239075,0,Saris Abo
677,16239079,0,16239076,1,Dukem
678,16239080,0,16239077,0,Legehar (Old Train Station)
679,16239080,0,16239078,1,DebreZeit
680,16290773,0,15484447,0,Addisu Gebeya
681,16290773,0,16290767,1,Bole Mickael
682,16290774,0,16290766,0,Legehar (Old Train Station)
683,16290774,0,16290765,1,Kara
684,16290775,0,16290771,0,Summit Condominiums
685,16290775,0,16290770,1,Legehar (Old Train Station)
686,16761109,0,16761108,0,Mekanisa Kore
687,16761109,0,16761107,1,Autobis Tera
688,16761258,0,16761256,0,St. George Church
689,16761258,0,16761257,1,Mekanisa Kore
690,16761408,0,16761407,0,Summit Condominiums
691,16761408,0,16761406,1,Piassa Arada
692,16761711,0,16761710,0,Menagesha
693,16761711,0,16761709,1,Autobis Tera
694,16761937,0,16761935,0,Piassa Arada
695,16761937,0,16761936,1,Bethel
696,16763531,0,16763530,0,Mikili Land
697,16763531,0,16763529,1,Autobis Tera
698,16763585,0,16763584,0,Saris
699,16763585,0,16763583,1,Hana Mariam
700,16763690,0,16763689,0,Winget
701,16763690,0,16763688,1,Stadium
702,16763761,0,16763760,0,Shero Meda
703,16763761,0,16763759,1,Megenagna
704,16763787,0,16763786,0,Saris Abo
705,16763787,0,16763785,1,Ayer Tena
706,16763889,0,16763887,0,Megenagna
707,16763889,0,16763888,1,Bole Bulbula
708,16764498,0,16764496,0,Piassa Arada
709,16764498,0,16764497,1,Addis Sefer
710,16764670,0,16764668,0,Megenagna
711,16764670,0,16764669,1,Kilinto
712,16764708,0,16764707,0,Entoto Mariam
713,16764708,0,16764706,1,4 Kilo
714,16764849,0,16764848,0,Tulu Dimtu
715,16764849,0,16764847,1,Megenagna
716,16765470,0,16765468,0,Piassa Arada
717,16765470,0,16765469,1,Bole Arabsa
718,16765619,0,16765617,0,Megenagna
719,16765619,0,16765618,1,Ayer Tena
720,16765723,0,16765722,0,Koye Feche
721,16765723,0,16765721,1,Piassa Arada
722,16793879,0,16793878,0,Raguel Church
723,16793879,0,16793877,1,Kechenie
724,16794104,0,16794102,0,Piassa Arada
725,16794104,0,16794103,1,Jemmo 3
726,16794335,0,16794334,0,Tulu Dimtu
727,16794335,0,16794333,1,Piassa Arada
728,16794581,0,16794579,0,Megenagna
729,16794581,0,16794580,1,Addisu Gebeya
730,16794648,0,16794647,0,Megenagna
731,16794648,0,16794646,1,Koye Feche
732,16794702,0,16794701,0,Kela
733,16794702,0,16794700,1,Autobis Tera
734,16794769,0,16794768,0,Summit Condominiums
735,16794769,0,16794767,1,Megenagna Terminal
736,16794971,0,16794969,0,Megenagna
737,16794971,0,16794970,1,Haile Garment
738,16795336,0,16795335,0,Yeka Abado
739,16795336,0,16795334,1,Mexico
740,16798923,0,16798922,0,Bole Arabsa
741,16798923,0,16798921,1,Mexico
742,16799067,0,16799065,0,Raguel Church
743,16799067,0,16799066,1,Bela Mazorya
744,16799388,0,16799387,0,Raguel Church
745,16799388,0,16799386,1,Dil Ber
746,16799566,0,16799564,0,Lamberet
747,16799566,0,16799565,1,Autobis Tera
748,16799821,0,16799819,0,Raguel Church
749,16799821,0,16799820,1,Kera
750,16799950,0,16799949,0,Summit Condominiums
751,16799950,0,16799948,1,Bole
752,16800759,0,16800758,0,Gerji
753,16800759,0,16800757,1,Arat Kilo
754,16803209,0,16803207,0,Mexico
755,16803209,0,16803208,1,Alem Gena
756,16803318,0,16803317,0,Bethel
757,16803318,0,16803316,1,Autobis Tera
758,16803475,0,16803474,0,Gerji
759,16803475,0,16803473,1,Autobis Tera
760,16803572,0,16803571,0,Mexico
761,16803572,0,16803570,1,Lafto
762,16804052,0,16804050,0,Megenagna
763,16804052,0,16804051,1,Jemmo 2
764,16804748,0,16804747,0,Sansusi
765,16804748,0,16804746,1,Megenagna
766,16807402,0,16807401,0,Sendafa
767,16807402,0,16807400,1,Raguel Church
768,16807587,0,16807586,0,Yeka Abado
769,16807587,0,16807585,1,Piassa Arada
770,16810442,0,16810441,0,Sebeta
771,16810442,0,16810440,1,Autobis Tera
772,16813413,0,16813411,0,Piassa Arada
773,16813413,0,16813412,1,Ajamba
774,16813486,0,16813484,0,Piassa Arada
775,16813486,0,16813485,1,Ferensay
776,16813875,0,16813873,0,St. George Church
777,16813875,0,16813874,1,Addisu Gebeya
778,16814055,0,16814054,0,Megenagna Terminal
779,16814055,0,16814053,1,Aba Kiros Roundabout
780,16814777,0,16814775,0,Mexico
781,16814777,0,16814776,1,Aba Kiros
782,16814864,0,16814862,0,Mexico
783,16814864,0,16814863,1,Kara Kore
784,16815120,0,16815119,0,Sebeta
785,16815120,0,16815118,1,Ayer Tena
786,16815233,0,16815232,0,Yeka Abado
787,16815233,0,16815231,1,Mexico
788,16815447,0,16815445,0,Piassa Arada
789,16815447,0,16815446,1,Betel
790,16815552,0,16815551,0,Mexico
791,16815552,0,16815550,1,Bole Bridge
792,16815658,0,16815656,0,Mexico
793,16815658,0,16815657,1,Gurara
794,16815683,0,16815682,0,Mexico
795,16815683,0,16815681,1,Haile Garment
796,16815787,0,16815786,0,Mexico
797,16815787,0,16815785,1,Jemmo 2
798,16816053,0,16816052,0,Yeshi Debele
799,16816053,0,16816051,1,Autobis Tera
800,16817583,0,16817582,0,Yeka Abado
801,16817583,0,16817581,1,Tulu Dimtu
802,16817599,0,16817598,0,Summit Condominiums
803,16817599,0,16817597,1,Bole
804,16817834,0,16817832,0,Bole Bridge
805,16817834,0,16817833,1,Addisu Gebeya
806,16817865,0,16817863,0,Megenagna
807,16817865,0,16817864,1,Addisu Gebeya
808,16817897,0,16817896,0,Megenagna
809,16817897,0,16817895,1,Ayer Tena
810,16817958,0,16817956,0,Megenagna
811,16817958,0,16817957,1,Bole Bulbula
812,16819131,0,16819130,0,Kality Meneharia
813,16819131,0,16819129,1,Bole Bridge
814,16819161,0,16819160,0,Jemo 1
815,16819161,0,16819159,1,Autobis Tera
816,16820941,0,16820940,0,Stadium
817,16820941,0,16820939,1,Kality Meneharia
818,16820954,0,16820953,0,Gurara
819,16820954,0,16820952,1,4 Kilo
820,16820988,0,16820986,0,Yeshi Total
821,16820988,0,16820987,1,Tulu Dimtu Adebabay
822,16821152,0,16821151,0,Megenagna
823,16821152,0,16821150,1,Haile Garment
824,16821389,0,16821388,0,Saris
825,16821389,0,16821387,1,Kality Meneharia
826,16821505,0,16821503,0,Saris
827,16821505,0,16821504,1,Koye Feche
828,16821697,0,16821695,0,Megenagna
829,16821697,0,16821696,1,Saris Abo
830,16822289,0,16822288,0,Yeshi Total
831,16822289,0,16822287,1,Saris Abo
832,16822421,0,16822419,0,Megenagna
833,16822421,0,16822420,1,Ferensay
834,16822501,0,16822500,0,Megenagna
835,16822501,0,16822499,1,Gelan Condominium
836,16822668,0,16822667,0,Sululta
837,16822668,0,16822666,1,Addisu Gebeya
838,16822706,0,16822705,0,Piassa Arada
839,16822706,0,16822704,1,Bole Bridge
840,17008501,0,17008500,0,Legedadi
841,17008501,0,17008499,1,Megenagna
842,17008890,0,17008889,0,Piassa Arada
843,17008890,0,17008888,1,Bole Bulbula
844,17010982,0,17010981,0,Raguel Church
845,17010982,0,17010980,1,Megenagna
846,17011060,0,17011058,0,Entoto Mariam
847,17011060,0,17011059,1,Raguel Church
848,17032690,0,17032688,0,Mexico
849,17032690,0,17032689,1,Koye Feche
850,17032741,0,17032740,0,Tulu Dimtu
851,17032741,0,17032739,1,Mexico
852,17032887,0,17032885,0,Piassa Arada
853,17032887,0,17032886,1,Alem Bank Silase
854,17033336,0,17033335,0,Megenagna
855,17033336,0,17033334,1,Gelan Condominium
856,17034807,0,17034806,0,Yerer Goro
857,17034807,0,17034805,1,Megenagna
858,17039849,0,17039847,0,Addis Alem
859,17039849,0,17039848,1,Addis Alem
860,17052323,0,17052321,0,Dire Sololiya
861,17052323,0,17052322,1,Autobis Tera
862,17071085,0,17071083,0,Mexico
863,17071085,0,17071084,1,Kara Kore
864,17071140,0,17071139,0,Piassa Arada
865,17071140,0,17071138,1,Jemmo 1
866,17073030,0,17073028,0,Alem Bank
867,17073030,0,17073029,1,Mexico
868,17082329,0,17082328,0,Teji
869,17082329,0,17082327,1,Merkato
870,5697658,0,5696982,0,Ayat
871,5697658,0,5696983,1,Tor Hailoch
872,5697659,0,5696985,0,Menelik II Square
873,5697659,0,5696986,1,Kality
874,17065220,0,17065220,0,Bole Mickael
